Accident_Date,Airline,Severity,Fatalities,Survivors,Aircraft_Type,Accident_Cause,Location,Weather_Condition,Altitude_ft,Speed_knots,Pilot_Experience_Years,Time_of_Accident,Majority_Survivor_Location,Plane_Damage
04/06/2017,Emirates,Minor,8,247,Boeing 747,Sabotage,"New York, USA",Fog,5575,201,30,Daylight,Back,Partial - Low Monetary Damage
31/08/2012,Lufthansa,Severe,189,133,Embraer 190,Bird strike,"New York, USA",Snow,34166,495,35,Daylight,Front,Partial - High Monetary Damage
21/05/2016,Delta,Minor,8,68,Boeing 777,Runway excursion,"Dubai, UAE",Snow,13311,288,10,Night,Front,Full Plane
23/12/2023,Lufthansa,Severe,215,178,Boeing 737,Landing gear malfunction,"Beijing, China",Clear,19605,379,21,Daylight,Back,Full Plane
08/02/2020,British Airways,Severe,297,149,Bombardier CRJ900,Bird strike,"Beijing, China",Snow,16300,218,25,Night,Back,Partial - High Monetary Damage
30/06/2013,Air India,Minor,8,82,Boeing 777,Sabotage,"Paris, France",Snow,28565,487,3,Daylight,Front,Full Plane
21/11/2015,Emirates,Severe,54,297,Embraer 190,Engine failure during takeoff,"Dubai, UAE",Snow,24412,357,8,Night,Front,Partial - Low Monetary Damage
30/04/2023,United,Severe,271,29,Embraer 190,Lightning strike,"Paris, France",Windy,14747,523,39,Daylight,Front,Full Plane
23/06/2025,Qatar Airways,Minor,4,155,Boeing 777,Controlled flight into terrain,"Sydney, Australia",Clear,5541,252,40,Daylight,Back,Full Plane
16/03/2011,Turkish Airlines,Severe,202,109,Boeing 777,Bird strike,"Dubai, UAE",Thunderstorm,2499,198,38,Daylight,Back,Full Plane
24/03/2014,Delta,Severe,176,196,Airbus A350,Lightning strike,"Dubai, UAE",Windy,10274,449,8,Night,Back,Partial - High Monetary Damage
18/02/2013,British Airways,Severe,61,271,Boeing 737,Sabotage,"London, UK",Fog,38355,529,28,Night,Front,Full Plane
14/11/2012,Lufthansa,Minor,4,85,Airbus A320,Controlled flight into terrain,"Sydney, Australia",Thunderstorm,31706,418,9,Daylight,Back,Partial - Low Monetary Damage
06/07/2015,Emirates,Severe,155,244,Bombardier CRJ900,Structural failure,"Tokyo, Japan",Snow,31696,427,17,Daylight,Back,Partial - High Monetary Damage
04/01/2016,Emirates,Minor,4,167,Bombardier CRJ900,Mid-air collision,"New York, USA",Clear,7779,142,28,Daylight,Back,Full Plane
24/10/2020,Turkish Airlines,Minor,8,206,Embraer 190,Fuel exhaustion,"Sydney, Australia",Rain,7025,102,39,Daylight,Back,Partial - High Monetary Damage
05/12/2020,American Airlines,Minor,5,263,Boeing 737,Bird strike,"Tokyo, Japan",Snow,21016,309,20,Night,Back,Partial - Low Monetary Damage
06/09/2011,Turkish Airlines,Minor,5,130,Boeing 777,Sabotage,"Sydney, Australia",Clear,1035,285,31,Night,Front,Partial - High Monetary Damage
20/07/2016,United,Minor,5,299,Airbus A320,Fuel exhaustion,"São Paulo, Brazil",Rain,26738,329,27,Night,Back,Full Plane
05/07/2019,Air India,Minor,1,253,Boeing 747,Lightning strike,"Mumbai, India",Thunderstorm,9638,222,11,Night,Back,Partial - Low Monetary Damage
26/09/2023,Delta,Minor,10,270,Boeing 737,Fuel exhaustion,"Toronto, Canada",Snow,38308,553,38,Night,Back,Partial - High Monetary Damage
25/05/2017,Lufthansa,Minor,6,167,Embraer 190,Controlled flight into terrain,"Beijing, China",Clear,7516,511,13,Night,Front,Full Plane
01/10/2010,United,Severe,195,31,Boeing 747,Controlled flight into terrain,"Sydney, Australia",Snow,30651,267,26,Night,Back,Full Plane
15/02/2023,American Airlines,Minor,3,231,Airbus A320,Mid-air collision,"Toronto, Canada",Snow,39646,535,35,Daylight,Back,Partial - High Monetary Damage
14/06/2015,Delta,Minor,2,267,Airbus A380,Mid-air collision,"New York, USA",Rain,8290,143,19,Night,Back,Partial - High Monetary Damage
07/12/2025,Turkish Airlines,Severe,233,220,Airbus A380,Bird strike,"Sydney, Australia",Rain,25547,345,9,Daylight,Front,Full Plane
03/01/2018,Air India,Minor,4,246,Airbus A380,Bird strike,"Toronto, Canada",Snow,22264,259,28,Night,Front,Partial - High Monetary Damage
15/01/2017,Emirates,Minor,0,92,Bombardier CRJ900,Bird strike,"Mumbai, India",Snow,4209,273,34,Daylight,Front,Full Plane
04/04/2018,Emirates,Severe,265,162,Airbus A380,Controlled flight into terrain,"London, UK",Windy,29616,570,24,Daylight,Front,Partial - Low Monetary Damage
24/09/2017,Air India,Minor,5,119,Airbus A320,Sabotage,"Sydney, Australia",Windy,14000,229,8,Night,Front,Full Plane
02/08/2025,United,Severe,278,29,Boeing 777,Structural failure,"Tokyo, Japan",Thunderstorm,10598,293,32,Daylight,Back,Partial - Low Monetary Damage
16/02/2020,Singapore Airlines,Minor,10,261,Airbus A350,Mid-air collision,"London, UK",Fog,33373,393,38,Night,Front,Full Plane
10/12/2010,Delta,Minor,7,54,Airbus A350,Sabotage,"Paris, France",Thunderstorm,7310,211,30,Night,Back,Full Plane
03/05/2013,United,Severe,243,170,Boeing 777,Lightning strike,"Tokyo, Japan",Snow,28007,495,13,Night,Front,Full Plane
29/10/2010,American Airlines,Severe,252,271,Airbus A380,Mid-air collision,"Mumbai, India",Fog,9257,453,28,Daylight,Front,Full Plane
02/12/2010,Lufthansa,Minor,10,2,Airbus A350,Runway excursion,"Dubai, UAE",Snow,5464,461,31,Night,Front,Partial - High Monetary Damage
22/03/2019,Air India,Minor,4,278,Embraer 190,Lightning strike,"London, UK",Rain,3511,276,37,Daylight,Front,Full Plane
19/07/2012,Singapore Airlines,Minor,1,206,Airbus A320,Lightning strike,"Mumbai, India",Snow,32992,162,39,Night,Back,Partial - High Monetary Damage
19/07/2020,Air India,Minor,1,224,Bombardier CRJ900,Bird strike,"New York, USA",Snow,32058,113,4,Daylight,Front,Partial - High Monetary Damage
23/08/2015,American Airlines,Severe,283,267,Airbus A320,Engine failure during takeoff,"London, UK",Thunderstorm,14980,548,6,Night,Back,Partial - High Monetary Damage
27/08/2011,Lufthansa,Minor,10,133,Bombardier CRJ900,Pilot error,"Sydney, Australia",Thunderstorm,10198,183,1,Night,Front,Partial - High Monetary Damage
13/05/2014,Emirates,Minor,9,191,Boeing 737,Fuel exhaustion,"Beijing, China",Fog,10271,476,9,Night,Back,Partial - High Monetary Damage
19/05/2019,British Airways,Minor,3,55,Airbus A380,Structural failure,"Dubai, UAE",Snow,6419,141,32,Night,Back,Partial - High Monetary Damage
07/12/2016,Air India,Severe,144,55,Boeing 777,Sabotage,"Sydney, Australia",Clear,38908,255,5,Daylight,Front,Full Plane
15/12/2015,United,Minor,3,113,Airbus A320,Sabotage,"London, UK",Fog,36041,124,39,Daylight,Front,Full Plane
31/01/2018,Qatar Airways,Minor,9,81,Airbus A320,Mid-air collision,"New York, USA",Clear,16134,564,4,Daylight,Back,Full Plane
23/08/2022,Emirates,Minor,1,145,Boeing 777,Fuel exhaustion,"Toronto, Canada",Windy,26022,513,40,Night,Back,Full Plane
24/02/2016,American Airlines,Severe,210,211,Boeing 737,Mid-air collision,"New York, USA",Thunderstorm,37172,491,21,Night,Back,Full Plane
18/07/2020,American Airlines,Minor,0,246,Embraer 190,Bird strike,"Paris, France",Thunderstorm,4949,145,9,Daylight,Front,Partial - High Monetary Damage
14/10/2018,Singapore Airlines,Minor,3,36,Airbus A320,Mid-air collision,"Paris, France",Clear,21119,177,1,Night,Front,Partial - High Monetary Damage
29/06/2012,Qatar Airways,Minor,8,288,Airbus A380,Landing gear malfunction,"Mumbai, India",Fog,29009,566,13,Night,Front,Full Plane
04/08/2013,Singapore Airlines,Severe,214,79,Embraer 190,Landing gear malfunction,"New York, USA",Fog,14275,378,35,Daylight,Front,Partial - High Monetary Damage
01/06/2012,American Airlines,Minor,9,237,Airbus A380,Severe turbulence,"São Paulo, Brazil",Snow,30179,225,30,Night,Back,Partial - Low Monetary Damage
11/05/2022,Lufthansa,Minor,1,172,Airbus A350,Runway excursion,"Beijing, China",Thunderstorm,28517,196,11,Daylight,Back,Partial - High Monetary Damage
23/08/2022,Turkish Airlines,Minor,6,87,Boeing 777,Fuel exhaustion,"Dubai, UAE",Windy,31722,144,7,Night,Back,Full Plane
05/08/2015,United,Severe,258,110,Bombardier CRJ900,Engine failure during takeoff,"Beijing, China",Clear,7465,392,9,Night,Back,Full Plane
11/11/2024,Singapore Airlines,Minor,6,224,Bombardier CRJ900,Structural failure,"Paris, France",Fog,1763,269,8,Daylight,Back,Full Plane
24/05/2023,Air India,Minor,7,54,Airbus A350,Landing gear malfunction,"London, UK",Clear,23526,288,24,Daylight,Front,Full Plane
03/02/2012,Air India,Severe,162,10,Embraer 190,Severe turbulence,"Tokyo, Japan",Windy,8972,362,5,Night,Front,Full Plane
28/03/2024,American Airlines,Minor,10,4,Airbus A320,Engine failure during takeoff,"São Paulo, Brazil",Windy,37019,587,37,Daylight,Front,Full Plane
23/04/2013,Qatar Airways,Minor,0,75,Airbus A380,Runway excursion,"Paris, France",Snow,33675,425,3,Night,Front,Partial - High Monetary Damage
17/09/2020,Turkish Airlines,Severe,209,188,Airbus A380,Structural failure,"Tokyo, Japan",Clear,29571,398,18,Night,Back,Partial - Low Monetary Damage
08/03/2025,Singapore Airlines,Minor,10,197,Bombardier CRJ900,Engine failure during takeoff,"Dubai, UAE",Windy,31937,461,23,Daylight,Back,Partial - High Monetary Damage
27/04/2010,United,Minor,5,97,Airbus A320,Runway excursion,"Beijing, China",Rain,64,346,25,Night,Front,Full Plane
22/05/2019,Delta,Minor,2,162,Boeing 747,Bird strike,"São Paulo, Brazil",Windy,28971,389,11,Daylight,Front,Partial - High Monetary Damage
15/04/2017,Singapore Airlines,Severe,68,37,Boeing 747,Landing gear malfunction,"Beijing, China",Clear,19137,396,20,Night,Front,Partial - High Monetary Damage
01/09/2010,United,Severe,179,286,Boeing 747,Lightning strike,"São Paulo, Brazil",Snow,22692,106,18,Night,Back,Full Plane
25/10/2019,American Airlines,Minor,5,248,Boeing 737,Structural failure,"London, UK",Snow,38984,577,27,Night,Front,Partial - High Monetary Damage
02/02/2019,Qatar Airways,Minor,10,179,Boeing 777,Severe turbulence,"Paris, France",Clear,5306,212,12,Daylight,Front,Partial - Low Monetary Damage
26/04/2012,Qatar Airways,Severe,179,231,Airbus A350,Runway excursion,"New York, USA",Fog,24455,273,10,Daylight,Front,Partial - Low Monetary Damage
14/06/2013,Singapore Airlines,Minor,6,28,Boeing 737,Bird strike,"New York, USA",Snow,12877,513,3,Night,Front,Full Plane
15/10/2013,Air India,Minor,8,187,Boeing 777,Mid-air collision,"Beijing, China",Windy,3701,488,7,Night,Back,Partial - High Monetary Damage
09/05/2013,American Airlines,Minor,0,104,Embraer 190,Landing gear malfunction,"London, UK",Snow,16665,541,26,Night,Back,Partial - Low Monetary Damage
19/02/2022,Emirates,Severe,116,92,Boeing 747,Engine failure during takeoff,"Sydney, Australia",Snow,17967,408,22,Daylight,Front,Full Plane
23/07/2024,Singapore Airlines,Severe,227,21,Boeing 737,Severe turbulence,"Tokyo, Japan",Windy,20827,332,28,Daylight,Front,Partial - High Monetary Damage
25/04/2015,British Airways,Minor,3,288,Airbus A320,Engine failure during takeoff,"London, UK",Thunderstorm,3350,151,27,Daylight,Back,Partial - High Monetary Damage
19/09/2024,United,Minor,9,125,Embraer 190,Structural failure,"New York, USA",Windy,678,352,14,Night,Front,Full Plane
05/12/2025,Emirates,Minor,4,192,Boeing 747,Severe turbulence,"Mumbai, India",Clear,11637,575,16,Daylight,Front,Partial - High Monetary Damage
07/03/2024,Turkish Airlines,Severe,86,39,Boeing 747,Bird strike,"Paris, France",Snow,385,352,39,Night,Back,Partial - High Monetary Damage
05/08/2010,Air India,Severe,201,113,Boeing 737,Landing gear malfunction,"New York, USA",Fog,8580,141,14,Night,Front,Full Plane
07/03/2018,Turkish Airlines,Severe,53,10,Airbus A380,Severe turbulence,"Dubai, UAE",Clear,24725,538,23,Night,Back,Partial - Low Monetary Damage
30/08/2018,Lufthansa,Severe,58,33,Bombardier CRJ900,Fuel exhaustion,"London, UK",Windy,34127,348,3,Daylight,Front,Partial - Low Monetary Damage
22/08/2016,Air India,Severe,252,147,Airbus A380,Controlled flight into terrain,"Mumbai, India",Thunderstorm,15993,458,34,Daylight,Front,Partial - High Monetary Damage
09/05/2016,Delta,Minor,8,159,Boeing 747,Runway excursion,"London, UK",Clear,36730,113,10,Night,Back,Partial - High Monetary Damage
28/05/2019,Singapore Airlines,Severe,223,208,Airbus A320,Mid-air collision,"Sydney, Australia",Thunderstorm,32398,198,19,Night,Back,Partial - High Monetary Damage
03/07/2022,British Airways,Severe,219,140,Embraer 190,Runway excursion,"Toronto, Canada",Thunderstorm,36369,116,13,Daylight,Back,Partial - High Monetary Damage
03/08/2025,Lufthansa,Severe,185,55,Bombardier CRJ900,Controlled flight into terrain,"Mumbai, India",Windy,2242,276,9,Daylight,Front,Partial - High Monetary Damage
29/11/2017,Singapore Airlines,Minor,9,246,Airbus A320,Runway excursion,"São Paulo, Brazil",Snow,13962,310,25,Daylight,Back,Partial - Low Monetary Damage
28/07/2015,American Airlines,Severe,86,80,Boeing 777,Controlled flight into terrain,"Sydney, Australia",Clear,20295,356,9,Night,Front,Partial - High Monetary Damage
20/01/2025,Singapore Airlines,Minor,5,288,Bombardier CRJ900,Bird strike,"Beijing, China",Clear,22689,331,21,Night,Back,Partial - High Monetary Damage
05/02/2010,United,Minor,8,147,Bombardier CRJ900,Sabotage,"Sydney, Australia",Clear,3623,564,16,Daylight,Back,Partial - Low Monetary Damage
04/10/2015,Turkish Airlines,Minor,10,36,Boeing 777,Severe turbulence,"Paris, France",Thunderstorm,11147,129,35,Night,Back,Full Plane
28/04/2018,Qatar Airways,Minor,5,29,Boeing 777,Structural failure,"Paris, France",Snow,38957,557,6,Night,Front,Full Plane
17/04/2018,Air India,Minor,7,108,Airbus A320,Controlled flight into terrain,"Tokyo, Japan",Fog,20723,393,18,Night,Back,Full Plane
06/04/2017,British Airways,Severe,181,218,Boeing 737,Controlled flight into terrain,"Mumbai, India",Fog,32964,255,1,Daylight,Back,Full Plane
18/08/2017,Air India,Minor,3,252,Boeing 777,Landing gear malfunction,"Paris, France",Thunderstorm,26199,137,16,Night,Front,Full Plane
09/01/2023,Delta,Severe,205,167,Airbus A320,Sabotage,"Beijing, China",Fog,29660,166,4,Daylight,Back,Full Plane
20/06/2017,Delta,Minor,8,271,Bombardier CRJ900,Pilot error,"São Paulo, Brazil",Snow,25991,229,32,Night,Back,Full Plane
23/02/2011,Singapore Airlines,Severe,61,7,Boeing 777,Runway excursion,"London, UK",Snow,3095,565,21,Night,Back,Full Plane
29/10/2012,Delta,Minor,3,198,Airbus A320,Pilot error,"London, UK",Fog,15580,577,21,Daylight,Front,Full Plane
24/02/2019,Emirates,Minor,7,290,Airbus A380,Landing gear malfunction,"New York, USA",Thunderstorm,3114,457,39,Daylight,Back,Partial - Low Monetary Damage
05/10/2014,United,Minor,0,113,Boeing 747,Structural failure,"Mumbai, India",Snow,17838,295,34,Daylight,Front,Full Plane
30/10/2025,United,Minor,3,78,Embraer 190,Mid-air collision,"New York, USA",Snow,557,102,19,Daylight,Front,Partial - High Monetary Damage
19/06/2017,Emirates,Minor,7,268,Boeing 777,Fuel exhaustion,"London, UK",Fog,39622,268,5,Night,Back,Partial - Low Monetary Damage
13/08/2019,Lufthansa,Minor,7,136,Airbus A350,Structural failure,"Beijing, China",Fog,13481,147,18,Night,Front,Full Plane
24/02/2010,Delta,Minor,3,20,Bombardier CRJ900,Pilot error,"Toronto, Canada",Rain,17900,593,11,Daylight,Back,Full Plane
17/03/2021,American Airlines,Minor,1,36,Bombardier CRJ900,Bird strike,"Sydney, Australia",Windy,26744,300,4,Daylight,Back,Partial - Low Monetary Damage
07/03/2021,Lufthansa,Minor,2,46,Airbus A380,Bird strike,"Beijing, China",Snow,30096,229,10,Daylight,Front,Partial - High Monetary Damage
05/12/2020,Delta,Minor,0,233,Embraer 190,Mid-air collision,"Dubai, UAE",Windy,22805,376,19,Daylight,Front,Full Plane
01/02/2022,Emirates,Minor,5,39,Airbus A380,Mid-air collision,"Toronto, Canada",Thunderstorm,19503,514,34,Night,Front,Partial - High Monetary Damage
03/08/2023,Turkish Airlines,Minor,8,97,Airbus A380,Sabotage,"São Paulo, Brazil",Windy,4509,218,20,Daylight,Front,Full Plane
28/01/2025,British Airways,Minor,8,17,Airbus A320,Bird strike,"Tokyo, Japan",Rain,35158,489,13,Daylight,Front,Partial - High Monetary Damage
27/12/2016,American Airlines,Minor,6,127,Boeing 777,Bird strike,"Sydney, Australia",Snow,9581,424,23,Night,Back,Partial - High Monetary Damage
08/11/2014,Singapore Airlines,Minor,9,248,Airbus A350,Bird strike,"London, UK",Thunderstorm,15734,423,4,Daylight,Back,Partial - Low Monetary Damage
17/03/2015,Turkish Airlines,Severe,214,14,Embraer 190,Sabotage,"Mumbai, India",Clear,27784,384,32,Night,Back,Partial - High Monetary Damage
29/06/2024,Turkish Airlines,Severe,226,235,Boeing 737,Runway excursion,"Toronto, Canada",Fog,35501,402,18,Daylight,Front,Full Plane
26/01/2013,Qatar Airways,Minor,4,51,Airbus A350,Engine failure during takeoff,"Paris, France",Windy,33094,264,24,Night,Front,Partial - High Monetary Damage
12/12/2020,Emirates,Minor,8,270,Airbus A380,Controlled flight into terrain,"São Paulo, Brazil",Rain,6308,206,1,Daylight,Back,Partial - High Monetary Damage
13/03/2019,Air India,Minor,5,135,Bombardier CRJ900,Severe turbulence,"Mumbai, India",Clear,2926,222,39,Night,Back,Full Plane
20/04/2014,Lufthansa,Severe,102,210,Boeing 737,Lightning strike,"Mumbai, India",Thunderstorm,4949,329,14,Night,Front,Full Plane
07/12/2022,Turkish Airlines,Minor,0,234,Bombardier CRJ900,Pilot error,"London, UK",Thunderstorm,15963,297,16,Daylight,Back,Partial - Low Monetary Damage
22/06/2023,Delta,Minor,7,29,Embraer 190,Pilot error,"Dubai, UAE",Rain,36009,386,12,Daylight,Back,Full Plane
21/05/2011,Emirates,Minor,4,282,Embraer 190,Bird strike,"São Paulo, Brazil",Thunderstorm,8661,232,33,Night,Front,Partial - Low Monetary Damage
24/11/2015,Lufthansa,Severe,183,238,Airbus A320,Fuel exhaustion,"London, UK",Snow,29255,159,4,Daylight,Back,Full Plane
20/03/2025,American Airlines,Minor,7,243,Bombardier CRJ900,Runway excursion,"Toronto, Canada",Snow,11306,487,38,Night,Front,Full Plane
22/03/2019,Delta,Minor,8,119,Bombardier CRJ900,Controlled flight into terrain,"Toronto, Canada",Thunderstorm,4697,385,37,Daylight,Front,Partial - Low Monetary Damage
17/10/2010,American Airlines,Minor,1,243,Boeing 737,Sabotage,"Mumbai, India",Snow,3176,332,39,Daylight,Back,Partial - High Monetary Damage
28/08/2010,Emirates,Severe,255,110,Embraer 190,Lightning strike,"London, UK",Windy,20550,491,30,Daylight,Front,Full Plane
27/08/2021,Air India,Severe,98,54,Bombardier CRJ900,Bird strike,"Dubai, UAE",Fog,6562,526,2,Daylight,Front,Partial - Low Monetary Damage
28/12/2013,Singapore Airlines,Minor,4,213,Airbus A380,Sabotage,"Paris, France",Fog,15970,306,9,Night,Front,Full Plane
28/07/2025,British Airways,Severe,299,292,Embraer 190,Controlled flight into terrain,"Tokyo, Japan",Rain,16027,334,17,Daylight,Front,Full Plane
24/06/2015,Air India,Minor,0,73,Boeing 777,Controlled flight into terrain,"Mumbai, India",Rain,18403,337,18,Night,Back,Full Plane
24/12/2018,Emirates,Minor,9,229,Boeing 737,Controlled flight into terrain,"Tokyo, Japan",Windy,24595,543,1,Daylight,Back,Full Plane
08/09/2022,Turkish Airlines,Minor,5,176,Airbus A350,Bird strike,"Toronto, Canada",Thunderstorm,3939,441,20,Daylight,Back,Full Plane
16/06/2018,Qatar Airways,Minor,10,86,Boeing 737,Bird strike,"São Paulo, Brazil",Clear,6589,323,13,Night,Back,Partial - High Monetary Damage
26/10/2024,Singapore Airlines,Severe,80,251,Embraer 190,Sabotage,"London, UK",Thunderstorm,35749,539,6,Daylight,Back,Full Plane
10/03/2013,Emirates,Severe,286,158,Boeing 777,Fuel exhaustion,"Mumbai, India",Thunderstorm,20349,131,2,Daylight,Front,Partial - Low Monetary Damage
07/07/2019,Delta,Minor,4,211,Airbus A320,Landing gear malfunction,"Mumbai, India",Fog,10464,104,40,Daylight,Front,Partial - Low Monetary Damage
